Date,index_state,index_roc63,index_state_T1,index_roc63_T1
2000-07-28,UPTREND,,,
2000-07-31,UPTREND,,UPTREND,
2000-08-02,UPTREND,,UPTREND,
2000-08-04,UPTREND,,UPTREND,
2000-08-07,UPTREND,,UPTREND,
2000-08-09,UPTREND,,UPTREND,
2000-08-11,UPTREND,,UPTREND,
2000-08-14,UPTREND,,UPTREND,
2000-08-16,UPTREND,,UPTREND,
2000-08-18,UPTREND,,UPTREND,
2000-08-21,UPTREND,,UPTREND,
2000-08-23,UPTREND,,UPTREND,
2000-08-25,UPTREND,,UPTREND,
2000-08-28,UPTREND,,UPTREND,
2000-08-30,UPTREND,,UPTREND,
2000-09-01,UPTREND,,UPTREND,
2000-09-06,UPTREND,,UPTREND,
2000-09-08,UPTREND,,UPTREND,
2000-09-11,UPTREND,,UPTREND,
2000-09-13,UPTREND,,UPTREND,
2000-09-15,UPTREND,,UPTREND,
2000-09-18,UPTREND,,UPTREND,
2000-09-20,UPTREND,,UPTREND,
2000-09-22,UPTREND,,UPTREND,
2000-09-25,UPTREND,,UPTREND,
2000-09-27,UPTREND,,UPTREND,
2000-09-29,UPTREND,,UPTREND,
2000-10-02,UPTREND,,UPTREND,
2000-10-04,UPTREND,,UPTREND,
2000-10-06,UPTREND,,UPTREND,
2000-10-09,UPTREND,,UPTREND,
2000-10-11,UPTREND,,UPTREND,
2000-10-13,UPTREND,,UPTREND,
2000-10-16,UPTREND,,UPTREND,
2000-10-18,UPTREND,,UPTREND,
2000-10-20,UPTREND,,UPTREND,
2000-10-23,UPTREND,,UPTREND,
2000-10-25,UPTREND,,UPTREND,
2000-10-27,UPTREND,,UPTREND,
2000-10-30,UPTREND,,UPTREND,
2000-11-01,UPTREND,,UPTREND,
2000-11-03,UPTREND,,UPTREND,
2000-11-06,UPTREND,,UPTREND,
2000-11-08,UPTREND,,UPTREND,
2000-11-10,UPTREND,,UPTREND,
2000-11-13,UPTREND,,UPTREND,
2000-11-15,UPTREND,,UPTREND,
2000-11-17,UPTREND,,UPTREND,
2000-11-20,UPTREND,,UPTREND,
2000-11-22,UPTREND,,UPTREND,
2000-11-24,UPTREND,,UPTREND,
2000-11-27,UPTREND,,UPTREND,
2000-11-29,UPTREND,,UPTREND,
2000-12-01,UPTREND,,UPTREND,
2000-12-04,UPTREND,,UPTREND,
2000-12-06,UPTREND,,UPTREND,
2000-12-08,UPTREND,,UPTREND,
2000-12-11,UPTREND,,UPTREND,
2000-12-13,UPTREND,,UPTREND,
2000-12-15,UPTREND,,UPTREND,
2000-12-18,UPTREND,,UPTREND,
2000-12-20,UPTREND,,UPTREND,
2000-12-22,UPTREND,,UPTREND,
2000-12-25,UPTREND,102.32,UPTREND,
2000-12-27,UPTREND,99.99015263417037,UPTREND,102.32
2000-12-29,UPTREND,100.06771135616175,UPTREND,99.99015263417037
2001-01-03,UPTREND,100.15209125475283,UPTREND,100.06771135616175
2001-01-05,UPTREND,100.44893378226712,UPTREND,100.15209125475283
2001-01-08,UPTREND,100.77319587628865,UPTREND,100.44893378226712
2001-01-10,UPTREND,101.2957593330917,UPTREND,100.77319587628865
2001-01-12,UPTREND,101.34725196288366,UPTREND,101.2957593330917
2001-01-15,UPTREND,100.65905096660808,UPTREND,101.34725196288366
2001-01-17,UPTREND,101.41966759002771,UPTREND,100.65905096660808
2001-01-19,UPTREND,102.12384851586489,UPTREND,101.41966759002771
2001-01-29,UPTREND,102.89172831203769,UPTREND,102.12384851586489
2001-01-31,UPTREND,106.83271625715247,UPTREND,102.89172831203769
2001-02-02,UPTREND,113.87179487179486,UPTREND,106.83271625715247
2001-02-05,UPTREND,121.4155449413808,UPTREND,113.87179487179486
2001-02-07,UPTREND,129.27582252800565,UPTREND,121.4155449413808
2001-02-09,UPTREND,131.22389120967023,UPTREND,129.27582252800565
2001-02-12,UPTREND,127.93842868582617,UPTREND,131.22389120967023
2001-02-14,UPTREND,121.0235737446324,UPTREND,127.93842868582617
2001-02-16,UPTREND,114.49000689179873,UPTREND,121.0235737446324
2001-02-19,UPTREND,108.39545916638427,UPTREND,114.49000689179873
2001-02-21,UPTREND,108.77400795329555,UPTREND,108.39545916638427
2001-02-23,UPTREND,112.52009136282885,UPTREND,108.77400795329555
2001-02-26,UPTREND,115.23240148198049,UPTREND,112.52009136282885
2001-02-28,UPTREND,112.13649352832408,UPTREND,115.23240148198049
2001-03-02,UPTREND,111.91411145459102,UPTREND,112.13649352832408
2001-03-05,UPTREND,107.71269985916658,UPTREND,111.91411145459102
2001-03-07,UPTREND,105.13562686073436,UPTREND,107.71269985916658
2001-03-09,UPTREND,108.52732375763581,UPTREND,105.13562686073436
2001-03-12,UPTREND,109.4673103674004,UPTREND,108.52732375763581
2001-03-14,UPTREND,107.27097241212901,UPTREND,109.4673103674004
2001-03-16,UPTREND,104.44444444444443,UPTREND,107.27097241212901
2001-03-19,UPTREND,102.45002722252472,UPTREND,104.44444444444443
2001-03-21,UPTREND,99.76283375411215,UPTREND,102.45002722252472
2001-03-23,UPTREND,95.40835528791874,UPTREND,99.76283375411215
2001-03-26,UPTREND,92.61700236966827,UPTREND,95.40835528791874
2001-03-28,UPTREND,93.84840717685827,UPTREND,92.61700236966827
2001-03-30,UPTREND,96.45462503647504,UPTREND,93.84840717685827
2001-04-02,UPTREND,96.6253492870961,UPTREND,96.45462503647504
2001-04-04,UPTREND,98.49474581084918,UPTREND,96.6253492870961
2001-04-06,UPTREND,98.62554943138211,UPTREND,98.49474581084918
2001-04-09,UPTREND,98.73825687444283,UPTREND,98.62554943138211
2001-04-11,UPTREND,98.62017904018307,UPTREND,98.73825687444283
2001-04-13,UPTREND,98.4932593180016,UPTREND,98.62017904018307
2001-04-16,UPTREND,98.70197300103843,UPTREND,98.4932593180016
2001-04-18,UPTREND,98.90334098444272,UPTREND,98.70197300103843
2001-04-20,UPTREND,99.09774436090227,UPTREND,98.90334098444272
2001-04-23,UPTREND,93.23725055432371,UPTREND,99.09774436090227
2001-04-25,UPTREND,90.26554013277007,UPTREND,93.23725055432371
2001-04-27,UPTREND,93.97655872402126,UPTREND,90.26554013277007
2001-05-02,UPTREND,96.86465667689717,UPTREND,93.97655872402126
2001-05-04,UPTREND,100.48309178743962,UPTREND,96.86465667689717
2001-05-07,UPTREND,100.52746992236119,UPTREND,100.48309178743962
2001-05-09,UPTREND,100.42473962878921,UPTREND,100.52746992236119
2001-05-11,UPTREND,100.60571428571427,UPTREND,100.42473962878921
2001-05-14,UPTREND,100.7803289732218,UPTREND,100.60571428571427
2001-05-16,UPTREND,100.9654639744014,UPTREND,100.7803289732218
2001-05-18,UPTREND,95.27219121827945,UPTREND,100.9654639744014
2001-05-21,UPTREND,104.59128360797921,UPTREND,95.27219121827945
2001-05-23,UPTREND,104.75429058735743,UPTREND,104.59128360797921
2001-05-25,UPTREND,104.53142169431216,UPTREND,104.75429058735743
2001-05-28,UPTREND,104.00307929176289,UPTREND,104.53142169431216
2001-05-30,UPTREND,103.57538523516969,UPTREND,104.00307929176289
2001-06-01,UPTREND,103.15836298932383,UPTREND,103.57538523516969
2001-06-04,UPTREND,105.71667733517161,UPTREND,103.15836298932383
2001-06-06,UPTREND,105.27002852584246,UPTREND,105.71667733517161
2001-06-08,UPTREND,102.59308510638296,UPTREND,105.27002852584246
2001-06-11,UPTREND,99.71071295259425,UPTREND,102.59308510638296
2001-06-13,UPTREND,109.14175683110214,UPTREND,99.71071295259425
2001-06-15,UPTREND,118.92415034886335,UPTREND,109.14175683110214
2001-06-18,UPTREND,129.81344440997918,UPTREND,118.92415034886335
2001-06-20,UPTREND,142.4173417998686,UPTREND,129.81344440997918
2001-06-22,UPTREND,141.9632112772907,UPTREND,142.4173417998686
2001-06-25,UPTREND,140.97565092627755,UPTREND,141.9632112772907
2001-06-27,UPTREND,120.38863109048721,UPTREND,140.97565092627755
2001-06-29,UPTREND,103.53132628152967,UPTREND,120.38863109048721
2001-07-02,UPTREND,96.28741557766855,UPTREND,103.53132628152967
2001-07-04,UPTREND,101.12958895513017,UPTREND,96.28741557766855
2001-07-06,UPTREND,93.48670795983534,UPTREND,101.12958895513017
2001-07-09,UPTREND,80.98404766480878,UPTREND,93.48670795983534
2001-07-11,UPTREND,70.24357873370286,UPTREND,80.98404766480878
2001-07-13,UPTREND,65.1243011775901,UPTREND,70.24357873370286
2001-07-16,UPTREND,65.24620451441884,UPTREND,65.1243011775901
2001-07-18,UPTREND,78.10480100817105,UPTREND,65.24620451441884
2001-07-20,UPTREND,89.12664640324215,UPTREND,78.10480100817105
2001-07-23,UPTREND,74.48053498925245,UPTREND,89.12664640324215
2001-07-25,UPTREND,76.38981260514063,UPTREND,74.48053498925245
2001-07-27,UPTREND,76.4540412044374,UPTREND,76.38981260514063
2001-07-30,UPTREND,66.55890238132787,UPTREND,76.4540412044374
2001-08-01,UPTREND,57.79124955131017,UPTREND,66.55890238132787
2001-08-03,UPTREND,49.87300947389638,UPTREND,57.79124955131017
2001-08-06,UPTREND,38.82664977633505,UPTREND,49.87300947389638
2001-08-08,UPTREND,45.95492011406695,UPTREND,38.82664977633505
2001-08-10,UPTREND,52.96080714008538,UPTREND,45.95492011406695
2001-08-13,UPTREND,42.48027231935634,UPTREND,52.96080714008538
2001-08-15,UPTREND,32.27938069076798,UPTREND,42.48027231935634
2001-08-17,UPTREND,23.2545670407108,UPTREND,32.27938069076798
2001-08-20,DOWNTREND,16.429121725731886,UPTREND,23.2545670407108
2001-08-22,DOWNTREND,23.401637768636345,DOWNTREND,16.429121725731886
2001-08-24,DOWNTREND,13.347185493010949,DOWNTREND,23.401637768636345
2001-08-27,DOWNTREND,3.843297437801695,DOWNTREND,13.347185493010949
2001-08-29,DOWNTREND,-4.766242757715988,DOWNTREND,3.843297437801695
2001-08-31,DOWNTREND,-0.772642724281022,DOWNTREND,-4.766242757715988
2001-09-05,DOWNTREND,4.1237837647968,DOWNTREND,-0.772642724281022
2001-09-07,DOWNTREND,6.190048995928507,DOWNTREND,4.1237837647968
2001-09-10,DOWNTREND,-2.8940323291199173,DOWNTREND,6.190048995928507
2001-09-12,DOWNTREND,-5.220402184045813,DOWNTREND,-2.8940323291199173
2001-09-14,DOWNTREND,-10.295270446825201,DOWNTREND,-5.220402184045813
2001-09-17,DOWNTREND,-14.703808180535969,DOWNTREND,-10.295270446825201
2001-09-19,DOWNTREND,-13.969662638469282,DOWNTREND,-14.703808180535969
2001-09-21,DOWNTREND,-13.294447631797041,DOWNTREND,-13.969662638469282
2001-09-24,DOWNTREND,-17.610302280584893,DOWNTREND,-13.294447631797041
2001-09-26,DOWNTREND,-22.222568287289374,DOWNTREND,-17.610302280584893
2001-09-28,DOWNTREND,-25.271298872008067,DOWNTREND,-22.222568287289374
2001-10-01,DOWNTREND,-31.00602409638554,DOWNTREND,-25.271298872008067
2001-10-03,DOWNTREND,-36.666174080094585,DOWNTREND,-31.00602409638554
2001-10-05,DOWNTREND,-41.0340523122478,DOWNTREND,-36.666174080094585
2001-10-08,DOWNTREND,-38.15871930724093,DOWNTREND,-41.0340523122478
2001-10-10,DOWNTREND,-38.157416468614564,DOWNTREND,-38.15871930724093
2001-10-12,DOWNTREND,-38.15850879841875,DOWNTREND,-38.157416468614564
2001-10-15,DOWNTREND,-38.16392558641143,DOWNTREND,-38.15850879841875
2001-10-17,DOWNTREND,-38.139522560474795,DOWNTREND,-38.16392558641143
2001-10-19,DOWNTREND,-38.14556434818826,DOWNTREND,-38.139522560474795
2001-10-22,DOWNTREND,-38.085857552189935,DOWNTREND,-38.14556434818826
2001-10-24,DOWNTREND,-38.010062893081766,DOWNTREND,-38.085857552189935
2001-10-26,DOWNTREND,-37.94835007173601,DOWNTREND,-38.010062893081766
2001-10-29,DOWNTREND,-37.82692260905529,DOWNTREND,-37.94835007173601
2001-10-31,DOWNTREND,-37.69836520740085,DOWNTREND,-37.82692260905529
2001-11-02,DOWNTREND,-37.575372149990585,DOWNTREND,-37.69836520740085
2001-11-05,DOWNTREND,-36.75981058652539,DOWNTREND,-37.575372149990585
2001-11-07,DOWNTREND,-35.77636559039297,DOWNTREND,-36.75981058652539
2001-11-09,DOWNTREND,-38.61414353983078,DOWNTREND,-35.77636559039297
2001-11-12,DOWNTREND,-41.3866842126907,DOWNTREND,-38.61414353983078
2001-11-14,DOWNTREND,-43.984034553237436,DOWNTREND,-41.3866842126907
2001-11-16,UPTREND,-46.53334778524459,DOWNTREND,-43.984034553237436
2001-11-19,UPTREND,-46.52042628774423,UPTREND,-46.53334778524459
2001-11-21,UPTREND,-48.14548893247408,UPTREND,-46.52042628774423
2001-11-23,UPTREND,-45.07359990976256,UPTREND,-48.14548893247408
2001-11-26,UPTREND,-40.65323418885424,UPTREND,-45.07359990976256
2001-11-28,UPTREND,-40.340411670093864,UPTREND,-40.65323418885424
2001-11-30,UPTREND,-43.73634945397816,UPTREND,-40.340411670093864
2001-12-03,UPTREND,-43.72576700534866,UPTREND,-43.73634945397816
2001-12-05,UPTREND,-40.71108468024553,UPTREND,-43.72576700534866
2001-12-07,UPTREND,-36.83305436452434,UPTREND,-40.71108468024553
2001-12-10,UPTREND,-34.778850309753636,UPTREND,-36.83305436452434
2001-12-12,UPTREND,-34.90265658799797,UPTREND,-34.778850309753636
2001-12-14,UPTREND,-39.96165434127636,UPTREND,-34.90265658799797
2001-12-17,UPTREND,-44.48325369104507,UPTREND,-39.96165434127636
2001-12-19,UPTREND,-43.59044555471905,UPTREND,-44.48325369104507
2001-12-21,UPTREND,-44.34094084769446,UPTREND,-43.59044555471905
2001-12-24,UPTREND,-44.30473538855333,UPTREND,-44.34094084769446
2001-12-26,UPTREND,-42.538938597737065,UPTREND,-44.30473538855333
2001-12-28,UPTREND,-39.521775396203516,UPTREND,-42.538938597737065
2001-12-31,UPTREND,-36.67957822250914,UPTREND,-39.521775396203516
2002-01-02,UPTREND,-33.93025178932961,UPTREND,-36.67957822250914
2002-01-04,UPTREND,-39.033268206514464,UPTREND,-33.93025178932961
2002-01-07,UPTREND,-42.678471764168656,UPTREND,-39.033268206514464
2002-01-09,UPTREND,-39.48525818537221,UPTREND,-42.678471764168656
2002-01-11,DOWNTREND,-36.33063227905085,UPTREND,-39.48525818537221
2002-01-14,DOWNTREND,-33.45555106733368,DOWNTREND,-36.33063227905085
2002-01-16,DOWNTREND,-30.296112489660874,DOWNTREND,-33.45555106733368
2002-01-18,DOWNTREND,-35.575425260140825,DOWNTREND,-30.296112489660874
2002-01-21,DOWNTREND,-32.25010832250108,DOWNTREND,-35.575425260140825
2002-01-23,DOWNTREND,-26.33291614518147,DOWNTREND,-32.25010832250108
2002-01-25,DOWNTREND,-20.022957719533196,DOWNTREND,-26.33291614518147
2002-01-28,DOWNTREND,-24.023071377072817,DOWNTREND,-20.022957719533196
2002-01-30,DOWNTREND,-29.98346995918092,DOWNTREND,-24.023071377072817
2002-02-01,DOWNTREND,-33.55861710423707,DOWNTREND,-29.98346995918092
2002-02-04,DOWNTREND,-28.888501134182516,DOWNTREND,-33.55861710423707
2002-02-06,DOWNTREND,-27.85935085007728,DOWNTREND,-28.888501134182516
2002-02-08,DOWNTREND,-25.284008156131666,DOWNTREND,-27.85935085007728
2002-02-18,DOWNTREND,-23.7513623210192,DOWNTREND,-25.284008156131666
2002-02-20,DOWNTREND,-27.014668763946297,DOWNTREND,-23.7513623210192
2002-02-22,DOWNTREND,-27.735911480351422,DOWNTREND,-27.014668763946297
2002-02-25,DOWNTREND,-25.39364773820982,DOWNTREND,-27.735911480351422
2002-02-27,DOWNTREND,-23.47429120615089,DOWNTREND,-25.39364773820982
2002-03-01,DOWNTREND,-20.809130328070033,DOWNTREND,-23.47429120615089
2002-03-04,DOWNTREND,-16.624465205622986,DOWNTREND,-20.809130328070033
2002-03-05,DOWNTREND,-12.165756684866299,DOWNTREND,-16.624465205622986
2002-03-06,DOWNTREND,-8.556518314296966,DOWNTREND,-12.165756684866299
2002-03-07,DOWNTREND,-15.614923998157535,DOWNTREND,-8.556518314296966
2002-03-08,DOWNTREND,-18.075775386562988,DOWNTREND,-15.614923998157535
2002-03-11,DOWNTREND,-19.771829360323174,DOWNTREND,-18.075775386562988
2002-03-12,DOWNTREND,-20.24416830172226,DOWNTREND,-19.771829360323174
2002-03-13,DOWNTREND,-20.48141168408429,DOWNTREND,-20.24416830172226
2002-03-14,DOWNTREND,-20.473865836209075,DOWNTREND,-20.48141168408429
2002-03-15,DOWNTREND,-20.50328498822363,DOWNTREND,-20.473865836209075
2002-03-18,DOWNTREND,-22.77099143703583,DOWNTREND,-20.50328498822363
2002-03-19,DOWNTREND,-25.429539565477377,DOWNTREND,-22.77099143703583
2002-03-20,DOWNTREND,-26.022304832713754,DOWNTREND,-25.429539565477377
2002-03-21,DOWNTREND,-27.288793269046074,DOWNTREND,-26.022304832713754
2002-03-22,DOWNTREND,-29.189148398294527,DOWNTREND,-27.288793269046074
2002-03-25,DOWNTREND,-30.047818512065827,DOWNTREND,-29.189148398294527
2002-03-26,DOWNTREND,-30.16479319000327,DOWNTREND,-30.047818512065827
2002-03-27,DOWNTREND,-30.325322286897823,DOWNTREND,-30.16479319000327
2002-03-28,DOWNTREND,-30.57952711709816,DOWNTREND,-30.325322286897823
2002-03-29,DOWNTREND,-31.103920691198233,DOWNTREND,-30.57952711709816
2002-04-01,DOWNTREND,-31.36466533770316,DOWNTREND,-31.103920691198233
2002-04-02,DOWNTREND,-32.505230994054926,DOWNTREND,-31.36466533770316
2002-04-03,DOWNTREND,-31.728074026544196,DOWNTREND,-32.505230994054926
2002-04-04,DOWNTREND,-31.074374507991926,DOWNTREND,-31.728074026544196
2002-04-05,DOWNTREND,-33.05153250252609,DOWNTREND,-31.074374507991926
2002-04-08,DOWNTREND,-32.25267037504692,DOWNTREND,-33.05153250252609
2002-04-09,UPTREND,-30.51434909191737,DOWNTREND,-32.25267037504692
2002-04-10,UPTREND,-29.03328386686453,UPTREND,-30.51434909191737
2002-04-11,UPTREND,-28.224968654845057,UPTREND,-29.03328386686453
2002-04-12,UPTREND,-27.514610330683514,UPTREND,-28.224968654845057
2002-04-15,UPTREND,-26.22045504749282,UPTREND,-27.514610330683514
2002-04-16,UPTREND,-25.90822536683717,UPTREND,-26.22045504749282
2002-04-17,UPTREND,-25.060827250608277,UPTREND,-25.90822536683717
2002-04-18,UPTREND,-23.070094179404038,UPTREND,-25.060827250608277
2002-04-19,UPTREND,-18.535145191296607,UPTREND,-23.070094179404038
2002-04-22,UPTREND,-19.84857541342897,UPTREND,-18.535145191296607
2002-04-23,UPTREND,-18.23825841564201,UPTREND,-19.84857541342897
2002-04-24,UPTREND,-15.283213182286302,UPTREND,-18.23825841564201
2002-04-25,UPTREND,-13.46177957955448,UPTREND,-15.283213182286302
2002-04-26,UPTREND,-11.435853865760414,UPTREND,-13.46177957955448
2002-05-02,UPTREND,-9.572723349158386,UPTREND,-11.435853865760414
2002-05-03,UPTREND,-6.514772378067519,UPTREND,-9.572723349158386
2002-05-06,UPTREND,-5.186988271741535,UPTREND,-6.514772378067519
2002-05-07,UPTREND,-5.594436967249887,UPTREND,-5.186988271741535
2002-05-08,UPTREND,-5.5515007754766845,UPTREND,-5.594436967249887
2002-05-09,UPTREND,-2.47945461337318,UPTREND,-5.5515007754766845
2002-05-10,UPTREND,0.5695842035314166,UPTREND,-2.47945461337318
2002-05-13,UPTREND,1.3685381304705317,UPTREND,0.5695842035314166
2002-05-14,UPTREND,3.251832538003633,UPTREND,1.3685381304705317
2002-05-15,UPTREND,1.8494247852046029,UPTREND,3.251832538003633
2002-05-16,UPTREND,0.028705387044303064,UPTREND,1.8494247852046029
2002-05-17,UPTREND,-0.46023913456063714,UPTREND,0.028705387044303064
2002-05-20,UPTREND,0.2842688508792941,UPTREND,-0.46023913456063714
2002-05-21,UPTREND,2.176251956181542,UPTREND,0.2842688508792941
2002-05-22,UPTREND,2.8905138145948794,UPTREND,2.176251956181542
2002-05-23,UPTREND,1.7334566879291045,UPTREND,2.8905138145948794
2002-05-24,UPTREND,1.3840155945419121,UPTREND,1.7334566879291045
2002-05-27,UPTREND,1.6807136872196882,UPTREND,1.3840155945419121
2002-05-28,UPTREND,2.756615878107458,UPTREND,1.6807136872196882
2002-05-29,UPTREND,3.596500152609621,UPTREND,2.756615878107458
2002-05-30,UPTREND,5.149904535837773,UPTREND,3.596500152609621
2002-05-31,UPTREND,8.383045525902673,UPTREND,5.149904535837773
2002-06-03,UPTREND,7.345420734542072,UPTREND,8.383045525902673
2002-06-04,UPTREND,7.6971410618913065,UPTREND,7.345420734542072
2002-06-05,UPTREND,9.170120072255866,UPTREND,7.6971410618913065
2002-06-06,UPTREND,10.407020566383107,UPTREND,9.170120072255866
2002-06-07,UPTREND,10.840611353711799,UPTREND,10.407020566383107
2002-06-10,UPTREND,13.06843267108168,UPTREND,10.840611353711799
2002-06-11,UPTREND,12.61550379018426,UPTREND,13.06843267108168
2002-06-12,UPTREND,11.409359282746559,UPTREND,12.61550379018426
2002-06-13,UPTREND,8.9895507917699,UPTREND,11.409359282746559
2002-06-14,UPTREND,6.233793723871515,UPTREND,8.9895507917699
2002-06-17,DOWNTREND,2.7964031394563253,UPTREND,6.233793723871515
2002-06-18,DOWNTREND,2.779821334734625,DOWNTREND,2.7964031394563253
2002-06-19,DOWNTREND,2.7103603121992905,DOWNTREND,2.779821334734625
2002-06-20,DOWNTREND,2.2586617297011276,DOWNTREND,2.7103603121992905
2002-06-21,DOWNTREND,4.031491070485045,DOWNTREND,2.2586617297011276
2002-06-24,DOWNTREND,6.836468268769656,DOWNTREND,4.031491070485045
2002-06-25,DOWNTREND,7.254517513645274,DOWNTREND,6.836468268769656
2002-06-26,DOWNTREND,4.443402614991927,DOWNTREND,7.254517513645274
2002-06-27,DOWNTREND,2.306391266465071,DOWNTREND,4.443402614991927
2002-06-28,DOWNTREND,2.107231290110676,DOWNTREND,2.306391266465071
2002-07-01,DOWNTREND,0.05495878091430688,DOWNTREND,2.107231290110676
2002-07-02,DOWNTREND,-1.5752682878802742,DOWNTREND,0.05495878091430688
2002-07-03,DOWNTREND,-1.7763999606337886,DOWNTREND,-1.5752682878802742
2002-07-04,DOWNTREND,-1.2168579343094617,DOWNTREND,-1.7763999606337886
2002-07-05,DOWNTREND,-0.4369848048465565,DOWNTREND,-1.2168579343094617
2002-07-08,DOWNTREND,0.7143935201489096,DOWNTREND,-0.4369848048465565
2002-07-09,DOWNTREND,0.24178924037879795,DOWNTREND,0.7143935201489096
2002-07-10,DOWNTREND,-1.6011572226655926,DOWNTREND,0.24178924037879795
2002-07-11,DOWNTREND,-1.7923823749066439,DOWNTREND,-1.6011572226655926
2002-07-12,DOWNTREND,-1.0930325414254471,DOWNTREND,-1.7923823749066439
2002-07-15,DOWNTREND,-1.1618007912263977,DOWNTREND,-1.0930325414254471
2002-07-16,DOWNTREND,-1.771457085828349,DOWNTREND,-1.1618007912263977
2002-07-17,DOWNTREND,-2.086272928844984,DOWNTREND,-1.771457085828349
2002-07-18,DOWNTREND,-2.384334415584424,DOWNTREND,-2.086272928844984
2002-07-19,DOWNTREND,-4.043951633134315,DOWNTREND,-2.384334415584424
2002-07-22,DOWNTREND,-4.006354564861239,DOWNTREND,-4.043951633134315
2002-07-23,DOWNTREND,-2.1328427960624405,DOWNTREND,-4.006354564861239
2002-07-24,DOWNTREND,-2.657659878704213,DOWNTREND,-2.1328427960624405
2002-07-25,DOWNTREND,-5.426695842450764,DOWNTREND,-2.657659878704213
2002-07-26,DOWNTREND,-5.442866801893176,DOWNTREND,-5.426695842450764
2002-07-29,DOWNTREND,-6.389102072141209,DOWNTREND,-5.442866801893176
2002-07-30,DOWNTREND,-6.004200076365031,DOWNTREND,-6.389102072141209
2002-07-31,DOWNTREND,-7.222352664944822,DOWNTREND,-6.004200076365031
2002-08-01,DOWNTREND,-7.986743219903836,DOWNTREND,-7.222352664944822
2002-08-02,DOWNTREND,-7.304091621917029,DOWNTREND,-7.986743219903836
2002-08-05,DOWNTREND,-6.4622071963294,DOWNTREND,-7.304091621917029
2002-08-06,DOWNTREND,-6.947570026334686,DOWNTREND,-6.4622071963294
2002-08-07,DOWNTREND,-8.410420993014911,DOWNTREND,-6.947570026334686
2002-08-08,DOWNTREND,-7.742581814712344,DOWNTREND,-8.410420993014911
2002-08-09,DOWNTREND,-8.285687059271957,DOWNTREND,-7.742581814712344
2002-08-12,DOWNTREND,-8.716995519969494,DOWNTREND,-8.285687059271957
2002-08-13,DOWNTREND,-9.230916395638038,DOWNTREND,-8.716995519969494
2002-08-14,DOWNTREND,-10.038610038610042,DOWNTREND,-9.230916395638038
2002-08-15,DOWNTREND,-8.931488421254913,DOWNTREND,-10.038610038610042
2002-08-16,DOWNTREND,-8.261140094768592,DOWNTREND,-8.931488421254913
2002-08-19,DOWNTREND,-8.10359629876944,DOWNTREND,-8.261140094768592
2002-08-20,DOWNTREND,-8.600966830996025,DOWNTREND,-8.10359629876944
2002-08-21,DOWNTREND,-8.238800230724856,DOWNTREND,-8.600966830996025
2002-08-22,DOWNTREND,-7.440620455647126,DOWNTREND,-8.238800230724856
2002-08-23,DOWNTREND,-7.223685494098138,DOWNTREND,-7.440620455647126
2002-08-26,DOWNTREND,-6.717407316474347,DOWNTREND,-7.223685494098138
2002-08-27,DOWNTREND,-7.091328458556223,DOWNTREND,-6.717407316474347
2002-08-28,DOWNTREND,-8.005021243723451,DOWNTREND,-7.091328458556223
2002-08-29,DOWNTREND,-7.954381406092104,DOWNTREND,-8.005021243723451
2002-08-30,DOWNTREND,-6.816413846752241,DOWNTREND,-7.954381406092104
2002-09-03,DOWNTREND,-6.837648432937504,DOWNTREND,-6.816413846752241
2002-09-04,DOWNTREND,-7.061003559760078,DOWNTREND,-6.837648432937504
2002-09-05,DOWNTREND,-6.165665320594902,DOWNTREND,-7.061003559760078
2002-09-06,DOWNTREND,-7.04314720812183,DOWNTREND,-6.165665320594902
2002-09-09,DOWNTREND,-6.544489755809951,DOWNTREND,-7.04314720812183
2002-09-10,DOWNTREND,-6.835467883605661,DOWNTREND,-6.544489755809951
2002-09-11,DOWNTREND,-6.399802322708173,DOWNTREND,-6.835467883605661
2002-09-12,DOWNTREND,-5.783312577833133,DOWNTREND,-6.399802322708173
2002-09-13,DOWNTREND,-4.57602265257623,DOWNTREND,-5.783312577833133
2002-09-16,DOWNTREND,-3.5431259266833717,DOWNTREND,-4.57602265257623
2002-09-17,DOWNTREND,-2.7377296622078755,DOWNTREND,-3.5431259266833717
2002-09-18,DOWNTREND,-4.3037450858679875,DOWNTREND,-2.7377296622078755
2002-09-19,DOWNTREND,-6.196353293717299,DOWNTREND,-4.3037450858679875
2002-09-20,DOWNTREND,-8.314214463840393,DOWNTREND,-6.196353293717299
2002-09-23,DOWNTREND,-9.916007905138336,DOWNTREND,-8.314214463840393
2002-09-24,DOWNTREND,-10.259351620947628,DOWNTREND,-9.916007905138336
2002-09-25,DOWNTREND,-8.992535444116035,DOWNTREND,-10.259351620947628
2002-09-26,DOWNTREND,-9.101257052360692,DOWNTREND,-8.992535444116035
2002-09-27,DOWNTREND,-8.808548886447612,DOWNTREND,-9.101257052360692
2002-09-30,DOWNTREND,-8.907672301690509,DOWNTREND,-8.808548886447612
2002-10-01,DOWNTREND,-8.3362556986123,DOWNTREND,-8.907672301690509
2002-10-02,DOWNTREND,-8.442663995993986,DOWNTREND,-8.3362556986123
2002-10-03,DOWNTREND,-8.528678304239397,DOWNTREND,-8.442663995993986
2002-10-04,DOWNTREND,-8.841600479544427,DOWNTREND,-8.528678304239397
2002-10-07,DOWNTREND,-8.688442211055273,DOWNTREND,-8.841600479544427
2002-10-08,DOWNTREND,-8.744360521113196,DOWNTREND,-8.688442211055273
